,X,ID,term,source,source_type,retrieval_date,hyperlink,definition,def_clean,def_ID
1656,1888,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A kind of research study which examines the subject-object relationship. It is based on in-depth investigation on the few data rather than many of data.Learn more in: Bring the Media Literacy of Turkish Pre-Service Teachers to the Table,kind research study examines subject object relationship based depth investigation data rather many data,Qualitative research_28
1657,1889,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"The aim to gather an in-depth understanding of human behavior and the reasons at the basis of such behavior. It investigates above all the why and how of decision making and expresses all the different facets of the considered phenomenon. Thus, smaller focused samples are used instead of large samples. Consequently, qualitative research produces information for specific cases and is not generalizable.Learn more in: The Coffee Shop and Customer Experience: A Study of the U.S. Market",aim gather depth understanding human behavior reasons basis behavior investigates decision making expresses different facets considered phenomenon thus smaller focused samples used instead large samples consequently qualitative research produces information specific cases generalizable,Qualitative research_29
1658,1890,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A type of scientific research that seeks to understand a given research problem or topic analysing the perspectives of the population it involves.Learn more in: Online Playability: The Social Dimension to the Virtual World,type scientific research seeks understand given research problem topic analysing perspectives population involves,Qualitative research_30
1659,1891,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Systematic inquiry into understanding the meaning, not the frequency, that people or groups ascribe to phenomenon and experiences in the social world.Learn more in: Qualitative Research: Designing, Implementing, and Publishing a Study",systematic inquiry understanding meaning frequency people groups ascribe phenomenon experiences social world,Qualitative research_31
1660,1892,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Refers To procedures or methodology used to generate unstructured, open-ended interviews, and observations.Learn more in: Exploring Relationships Between the Consumption of Digital Books and Digital Divide",refers procedures methodology used generate unstructured open ended interviews observations,Qualitative research_32
1661,1893,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Qualitative research involves collecting and understanding non-numerical materials and information for the conceptions and experiences. Unlike the quantitative research studies, qualitative researchers tend to understand the why and how questions of the individuals and groups.Learn more in: The Experiences and Self-Efficacy of Faculty Members Using Distance Learning for the First Time: A Qualitative Inquiry",qualitative research involves collecting understanding non numerical materials information conceptions experiences unlike quantitative research studies qualitative researchers tend understand questions individuals groups,Qualitative research_33
1662,1894,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Qualitative research is a scientific technique of observation for collecting data that is non-numerical. This research type denotes characteristics, concepts, definitions, depictions of things, meanings, metaphors, symbols. Counts and measures are not a part of qualitative research.Learn more in: Technological Digital Disruption in the Age of Artificial Intelligence: A New Paradigm for Leadership",qualitative research scientific technique observation collecting data non numerical research type denotes characteristics concepts definitions depictions things meanings metaphors symbols counts measures part qualitative research,Qualitative research_34
1663,1895,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A type of research which is in pursuit of exploring and interpreting subjective experiences from the insidera??s perspectives and meanings attached to those experiences.Learn more in: Teacher Research as a Form of Critical Praxis: A Path to Professional Development,type research pursuit exploring interpreting subjective experiences insider s perspectives meanings attached experiences,Qualitative research_35
1664,1896,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"A scientific inquiry type which uses methodological tools such as direct observation, participation, and interviewing to obtain non-quantified data in order to produce interpretive knowledge about causes, reasons, opinions, and relations about social actors and events.Learn more in: The Impact of COVID-19 on the Rural Second Home Tourism: Case of Eastern Black Sea Region, Turkey",scientific inquiry type uses methodological tools direct observation participation interviewing obtain non quantified data order produce interpretive knowl causes reasons opinions relations social actors events,Qualitative research_36
1665,1897,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A method of investigating the reasons behind the events and the phenomena with data collection methods such as observation and document analysis.Learn more in: Motivation of Management Information Systems Students Towards Online Learning in the COVID-19 Pandemic: A Qualitative Case Study,method investigating reasons behind events phenomena data collection methods observation document analysis,Qualitative research_37
1666,1898,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,It is a scientific method used to gather non-numerical data. Qualitative research tries to answer questions such as why and how a certain phenomenon may occur rather than when and how often it may occur. Qualitative researchers prefer inductive and hypothesis-generating research processes and procedures and use in-depth observation towards investigation of meaning.Learn more in: Servant Leadership and Organizational Discipline: A Qualitative Study,scientific method used gather non numerical data qualitative research tries answer questions certain phenomenon may occur rather often may occur qualitative researchers prefer inductive hypothesis generating research processes procedures use depth observation towards investigation meaning,Qualitative research_38
1667,1899,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Is much more subjective than quantitative research and uses very different methods of collecting information, mainly individual, in-depth interviews, and focus groups.Learn more in: The Nature of Research Methodologies",much subjective quantitative research uses different methods collecting information mainly individual depth interviews focus groups,Qualitative research_39
1668,1900,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Research modality broadly present in the geography teaching field, which has as its central preoccupation with quality and involved subject perspectives of analyzed processes, with results beyond quantification of identified elements.Learn more in: Geographical Concepts and the Goal of Citizenship Formation in Brazilian Researches Concerning Geography Teaching",research modality broadly present thography teaching field central preoccupation quality involved subject perspectives analyzed processes results beyond quantification identified elements,Qualitative research_40
1669,1901,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"A kind of research that relies on unstructured and non-numerical data, in which the data may take the form of fieldnotes of the researcher from his/her observation, interviews, documents, including material objects, etc.Learn more in: Rural Entrepreneurship in Vietnam: Identification of Facilitators and Barriers",kind research relies unstructured non numerical data data may take form fieldnotes researcher observation interviews documents including material objects etc,Qualitative research_41
1670,1902,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"A method of research that assumes that individuals construct their own social reality in meaning and interpretation, and which depends on context and time; sometimes referred to as Interpretive Research.Learn more in: Using Qualitative Methods to Evaluate Distance Education: A Case Study",method research assumes individuals construct social reality meaning interpretation depends context time sometimes referred interpretive research,Qualitative research_42
1671,1903,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A research method of used to gather information in order to investigates the why and how of decision-making.Learn more in: Business/IT Alignment Framework within e-Government System Case Study: E-Government in Syria,research method used gather information order investigates decision making,Qualitative research_43
1672,1904,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Qualitative research involves the use of qualitative data, such as interviews, documents and participant observation data, to understand and explain social phenomena. It provides an in-depth analysis by examining phenomena within a social and cultural context.Learn more in: From Social Butterfly to Urban Citizen: The Evolution of Mobile Phone Practice",qualitative research involves use qualitative data interviews documents participant observation data understand explain social phenomena provides depth analysis examining phenomena within social cultural context,Qualitative research_44
1673,1905,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,A type of research approach that addresses research question(s) and designs a study that involves collecting qualitative data and analysing it using interpretative methods.Learn more in: Differences that Matter: A New Framework for Evaluating Marketing Communication Effectiveness in Online Social Gambling,type research approach addresses research question s designs study involves collecting qualitative data analysing using interpretative methods,Qualitative research_45
1674,1906,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"A non-numerical research methodology which aims to describe and understand, rather than explain, human behaviours and experiences.Learn more in: New Paradigms: A Collaborative Web Based Research Tool",non numerical research methodology aims describe understand rather explain human behaviours experiences,Qualitative research_46
1675,1907,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"It is a type of research in which qualitative data collection methods such as Observation, Interview and Document analysis are used, perceived and a process in which realistic and holistic presentation of events in natural environment is followed.Learn more in: Thinking Outside the Boxes: Communication, Mixed Method, and Convergence",type research qualitative data collection methods observation interview document analysis used perceived process realistic holistic presentation events natural environment followed,Qualitative research_47
1676,1908,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"The collection and analysis of non-numerical data such as texts, with which the researcher deeply understands concepts, perspectives, and participanta??s experiences. This involves using qualitative methods, such as qualitative interviews and qualitative observations.Learn more in: A Methodological Literature Review on the Internationalisation of Higher Education",collection analysis non numerical data texts researcher deeply understands concepts perspectives participant s experiences involves using qualitative methods qualitative interviews qualitative observations,Qualitative research_48
1677,1909,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Aims to explore in depth the complexity of the phenomenon under investigation. A qualitative approach emphasizes the qualities of entities, processes and meanings that are not experimentally examined or measured in terms of quantity, amount, intensity or frequency.Learn more in: Consumerism, Market Analysis and Impact on Business Plan Definition",aims explore depth complexity phenomenon investigation qualitative approach emphasizes qualities entities processes meanings experimentally examined measured terms quantity amount intensity frequency,Qualitative research_49
1678,1910,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"The process of collecting, analysing, and interpreting non-numerical data, such as language. Qualitative research can be used to understand how an individual subjectively perceives and gives meaning to their social reality.Learn more in: Qualitative Studies in Cases of Trafficking: The Case of Migrant Women in Malaysia",process collecting analysing interpreting non numerical data language qualitative research can used understand individual subjectively perceives gives meaning social reality,Qualitative research_50
1679,1911,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,"Concerned with the meaning of context is the premise of qualitative research. Basically, qualitative research connects the philosophical bearing to the observable facts. Qualitative research provides information by case studies, narrative analysis or by proposition.Learn more in: Ethical Issues of Qualitative Research",concerned meaning context premise qualitative research basically qualitative research connects philosophical bearing observable facts qualitative research provides information case studies narrative analysis proposition,Qualitative research_51
1680,1912,forrt_191,Qualitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/qualitative-research/24252,Is one which a researcher focuses on the meanings participants ascribe to a social phenomenon.Learn more in: Integration in Mixed Methods Research Designs by Graduate Students at the University of Science and Technology,one researcher focuses meanings participants ascribe social phenomenon,Qualitative research_52
1681,1913,forrt_191,Qualitative research,wiktionary,online_dict,5/4/2022,https://en.wiktionary.org/wiki/qualitative_research,A set of research techniques in which data is obtained from a relatively small group of respondents and not analyzed with statistical techniques.,set research techniques data obtained relatively small group respondents analyzed statistical techniques,Qualitative research_53
1682,1914,forrt_192,Quantitative research,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/quantitative-research/,Quantitative research encompasses a diverse range of methods to systematically investigate a range of phenomena via the use of numerical data which can be analysed with statistics.,quantitative research encompasses diverse range methods systematically investigate range phenomena via use numerical data can analysed statistics,Quantitative research_1
1683,1915,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"An investigational paradigm involving efforts to operationally define relevant variables, to control the influence of extraneous variables, and to quantify results through the use of statistical analysis.Learn more in: Method Development for Assessing a Diversity Goal",investigational paradigm involving efforts operationally define relevant variables control influence extraneous variables quantify results use statistical analysis,Quantitative research_2
1684,1916,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,Is an investigation where the researcher relies on measurement and highly structured observation to discover cause-effect relationship between phenomena.Learn more in: Integration in Mixed Methods Research Designs by Graduate Students at the University of Science and Technology,investigation researcher relies measurement highly structured observation discover cause effect relationship phenomena,Quantitative research_3
1685,1917,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"Sometimes referred to as positivistic, this type of inquiry uses a numerical approach to understand property, goods, and services in society through the use of statistics, such as student test performance.Learn more in: Challenges in International Consulting: A Leadership Case Study",sometimes referred positivistic type inquiry uses numerical approach understand property goods services society use statistics student test performance,Quantitative research_4
1686,1918,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"The collection and analysis of numerical data such as the frequency of participants doing things, or the extent to which an activity occurs, or the relationship between variables. The results can be presented in percentages in pie charts, line graphs, or numerical tables. This involves using surveys or questionnaires to collect data.Learn more in: A Methodological Literature Review on the Internationalisation of Higher Education",collection analysis numerical data frequency participants things extent activity occurs relationship variables results can presented percentages pie charts linaphs numerical tables involves using surveys questionnaires collect data,Quantitative research_5
1687,1919,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,Research that attempts to measure phenomena and that will generally include large data sets so that any statistical information that is produced can be considered predictive of phenomena in identical contexts.Learn more in: The Case for Qualitative Research Into Language Learning in Virtual Worlds,research attempts measure phenomena will generally include large data sets statistical information produced can considered predictive phenomena identical contexts,Quantitative research_6
1688,1920,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,It is a structured methodological approach focused on quantifying the problem and finding out how frequent the results are in order to project these results to a larger population. The techniques used to collect quantitative data are mainly questionnaires.Learn more in: Learner Perception of Using Case Study Method as a Teaching Method in Higher Education,structured methodological approach focused quantifying problem finding frequent results order project results larger population techniques used collect quantitative data mainly questionnaires,Quantitative research_7
1689,1921,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,The use of numbers and values to represent data and the analysis of that data to determine results.Learn more in: The Simple Guide to Understanding Quantitative Methods of Inquiry,use numbers values represent data analysis data determine results,Quantitative research_8
1690,1922,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"sometimes referred to as positivistic, this type of inquiry uses a numerical approach to understand property, goods, and services in society through the use of statistics, such as student test performance.Learn more in: Defining Technology Challenges to Growth of an International Non-Governmental Organization (NGO): A Case Study",sometimes referred positivistic type inquiry uses numerical approach understand property goods services society use statistics student test performance,Quantitative research_9
1691,1923,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"A study can be conducted that presents facts and events in an observable, measurable and quantifiable way.Learn more in: Thinking Outside the Boxes: Communication, Mixed Method, and Convergence",study can conducted presents facts events observable measurable quantifiable way,Quantitative research_10
1692,1924,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,It is a structured and rigour methodological approach focused on quantifying the problem and finding out how frequent the results are in order to project these results to a larger population. The techniques used to collect quantitative data are mainly questionnaires.Learn more in: Assessing the Impact of a Digital Ecosystem to Learn English Pronunciation,structured rigour methodological approach focused quantifying problem finding frequent results order project results larger population techniques used collect quantitative data mainly questionnaires,Quantitative research_11
1693,1925,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"A systematic and empirical investigation applied in research methods via computational, mathematical and statistical analysis.Learn more in: Challenges of a Case Study",systematic empirical investigation applied research methods via computational mathematical statistical analysis,Quantitative research_12
1694,1926,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,Attempts to understand a social phenomenon by interpreting numbers. This paradigm emphasises quantification in the processes of data collection and analysis.Learn more in: Formulating a Framework for Desktop Research in Chinese Information Systems,attempts understand social phenomenon interpreting numbers paradigm emphasises quantification processes data collection analysis,Quantitative research_13
1695,1927,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"Refers to the systematic empirical investigation of social phenomena via statistical mathematical or computational techniques. The objective of quantitative research is to develop and employ mathematical models, theories and/or hypotheses pertaining to phenomena. The process of measurement is central to quantitative research because it provides the fundamental connection between empirical observation and mathematical expression of quantitative relationships.Learn more in: The Portuguese School of Macao, China: A Traditional/Web 2.0 Assessment Facing Different Learning Styles",refers systematic empirical investigation social phenomena via statistical mathematical computational techniques objective quantitative research develop employ mathematical models theories hypotheses pertaining phenomena process measurement central quantitative research provides fundamental connection empirical observation mathematical expression quantitative relationships,Quantitative research_14
1696,1928,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"Refers to the meanings, concepts, definitions, characteristics, metaphors, symbols, and descriptions of things.Learn more in: The Nature of Research Methodologies",refers meanings concepts definitions characteristics metaphors symbols descriptions things,Quantitative research_15
1697,1929,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,A type of research which attempts to test hypotheses and examine the relationship among variables through numerical data.Learn more in: Teacher Research as a Form of Critical Praxis: A Path to Professional Development,type research attempts test hypotheses examine relationship among variables numerical data,Quantitative research_16
1698,1930,forrt_192,Quantitative research,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/quantitative-research/24321,"Is used to measure phenomena, i.e. to describe the behaviours and attitudes of the public according to a numerical dimension. The objective is to produce numeric information by using highly structured and standardized measuring instruments. Therefore the quantitative research includes all those methodologies that make use of a sufficient number of samples that allow to extend the results of the research to the universe of reference, by means of a statistical measurementsLearn more in: Consumerism, Market Analysis and Impact on Business Plan Definition",used measure phenomena e describe behaviours attitudes public according numerical dimension objective produce numeric information using highly structured standardized measuring instruments therefore quantitative research includes methodologies make use sufficient number samples allow extend results research universe reference means statistical measurements,Quantitative research_17
1699,1931,forrt_192,Quantitative research,wiktionary,online_dict,5/4/2022,https://en.wiktionary.org/wiki/quantitative_research,"The systematic scientific investigation of quantitative properties and phenomena and their relationships, using statistical methods.",systematic scientific investigation quantitative properties phenomena relationships using statistical methods,Quantitative research_18
1700,1932,forrt_193,Questionable Measurement Practices (QMP),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/questionable-measurement-practices-/,"Decisions researchers make that raise doubts about the validity of measures used in a study, and ultimately the studya??s final conclusions (Flake & Fried, 2020). Issues arise from a lack of transparency in reporting measurement practices, a failure to address construct validity, negligence, ignorance, or deliberate misrepresentation of information.",decisions researchers make raise doubts validity measures used study ultimately study s final conclusions flake fried issues arise lack transparency reporting measurement practices failure address construct validity negligence ignorance deliberate misrepresentation information,Questionable Measurement Practices (QMP)_1
1701,1935,forrt_194,Questionable Research Practices or Questionable Reporting Practices (QRPs),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/questionable-research-practices-or-/,"A range of activities that intentionally or unintentionally distort data in favour of a researchera??s own hypotheses - or omissions in reporting such practices - including; selective inclusion of data, hypothesising after the results are known (HARKing), and p-hacking. Popularized by John et al. (2012).",range activities intentionally unintentionally distort data favour researcher s hypotheses omissions reporting practices including selective inclusion data hypothesising results known harking p hacking popularized john,Questionable Research Practices or Questionable Reporting Practices (QRPs)_1
1702,1938,forrt_195,R,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/r/,"R is a free, open-source programming language and software environment that can be used to conduct statistical analyses and plot data. R was created by Ross Ihaka and Robert Gentleman at the University of Auckland. R enables authors to share reproducible analysis scripts, which increases the transparency of a study. Often, R is used in conjunction with an integrated development environment (IDE) which simplifies working with the language, for example RStudio or Visual Studio Code, or Tinn-R .",r free open source programming language software environment can used conduct statistical analyses plot data r created ross ihaka robert gentleman university auckland r enables authors share reproducible analysis scripts increases transparency study often r used conjunction integrated development environment ide simplifies working language example rstudio visual studio code tinn r,R_1
1703,1941,forrt_196,Red Teams,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/red-teams/,"An approach that integrates external criticism by colleagues and peers into the research process. Red teams are based on the idea that research that is more critically and widely evaluated is more reliable. The term originates from a military practice: One group (the red team) attacks something, and another group (the blue team) defends it. The practice has been applied to open science, by giving a red team (designated critical individuals) financial incentives to find errors in or identify improvements to the materials or content of a research project (in the materials, code, writing, etc.; Coles et al., 2020).",approach integrates external criticism colles peers research process red teams based idea research critically widely evaluated reliable term originates military practice onoup red team attacks something another group blue team defends practice applied open science giving red team designated critical individuals financial incentives find errors identify improvements materials content research project materials code writing etc coles,Red Teams_1
1704,1943,forrt_196,Red Teams,wiktionary,online_dict,5/4/2022,https://en.wiktionary.org/wiki/red_team#English,An independent group employed to challenge an organization by assuming an adversarial role or point of view.,independent group employed chall organization assuming adversarial role point view,Red Teams_2
1705,1944,forrt_197,Reflexivity,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/reflexivity/,"The process of reflexivity refers to critically considering the knowledge that we produce through research, how it is produced, and our own role as researchers in producing this knowledge. There are different forms of reflexivity; personal reflexivity whereby researchers consider the impact of their own personal experiences, and functional whereby researchers consider the way in which our research tools and methods may have impacted knowledge production. Reflexivity aims to bring attention to underlying factors which may impact the research process, including development of research questions, data collection, and the analysis.",process reflexivity refers critically considering knowl produce research produced role researchers producing knowl different forms reflexivity personal reflexivity whereby researchers consider impact personal experiences functional whereby researchers consider way research tools methods may impacted knowl production reflexivity aims bring attention underlying factors may impact research process including development research questions data collection analysis,Reflexivity_1
1706,1945,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"Reflexivity is the process of becoming self-aware through a concerted, iterative effort to reflect on thoughts and actions of self within diverse contexts and allows for an ongoing critique and critical reflection of researcher positionality.Learn more in: Heuristic Inquiry: The Internal Research Pathway",reflexivity process becoming self aware concerted iterative effort reflect thoughts actions self within diverse contexts allows ongoing critique critical reflection researcher positionality,Reflexivity_2
1707,1946,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"Is the consequent processual meaning making on experience beliefs, judgments and practices which influences future direction, as opposed to reflection, a process of contemplating past events.Learn more in: Driving Insights via Processes of Socioemotional Being and Becoming",consequent processual meaning making experience beliefs judgments practices influences future direction opposed reflection process contemplating past events,Reflexivity_3
1708,1947,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"Bringing in onea??s own positioning of the data generated by sharing onea??s unique perspective on the teaching and learning relationship. In the tradition of reflexive sociology, Bourdieu and Wacquant (1992) AU32: The in-text citation &quot;Bourdieu and Wacquant (1992)&quot; is not in the reference list. Please correct the citation, add the reference to the list, or delete the citation. define reflexivity as a??one critically examines onea??s own position within the field of academic production - not in order to be more objective and less subjective, but rather to understand the false distinction between these two categoriesa?? (p. 30).Learn more in: Using Autoethnography to Engage in Critical Inquiry in TESOL: A Tool for Teacher Learning and Reflection",bringing one s positioning data generated sharing one s unique perspective teaching learning relationship tradition reflexive sociology bourdieu wacquant au text citation quot bourdieu wacquant quot reference list please correct citation add reference list delete citation define reflexivity one critically examines one s position within field academic production order objective less subjective rather understand false distinction two categories p,Reflexivity_4
1709,1948,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,Reflection by researchers on their own positionality to create a deeper awareness of their interpretation process and the impact it has on the outcomes of the study.Learn more in: Critical Duoethnography: A Social Justice Research Methodology for Educational Researchers,reflection researchers positionality create deeper awareness interpretation process impact outcomes study,Reflexivity_5
1710,1949,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"When a researcher takes time to reflect on the research process, critically questioning his/her motives and place within the research.Learn more in: Resisting the a??Tyranny of an Experta??: A Journey Towards Relational Research",researcher takes time reflect research process critically questioning motives place within research,Reflexivity_6
1711,1950,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"The scholarly activity of revealing the background and context of a researcher or producer in order to best understand the circumstances and dynamics around a produced text.Learn more in: Mobile Journalism, Cellphilms, and the Use of the StoryMaker Multimedia Software at a Zimbabwean Media Training University",scholarly activity revealing background context researcher producer order best understand circumstances dynamics around produced text,Reflexivity_7
1712,1951,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"This term refers to the interrogation and examination of self-belief in relation to generally refers to the examination of one's own personal values, held beliefs, judgments and practices during the research process and how these may potentially influence research processes.Learn more in: Supporting and Facilitating Pedagogical Creativity With Gamification: Democracy, Agency, and Choice",term refers interrogation examination self belief relation generally refers examination one s personal values held beliefs judgments practices research process may potentially influence research processes,Reflexivity_8
1713,1952,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,The process of considering the researchera??s own role in shaping the construction of knowledge.Learn more in: Media Literacy Facilitation as Service Learning and Public Engagement,process considering researcher s role shaping construction knowl,Reflexivity_9
1714,1953,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,Researchera??s activity aimed at checking how their assumptions or conceptions are affecting the development of their work.Learn more in: Research Using the Methods of Digital Ethnography: Creative and Participatory Techniques a?? Understanding the Digital Culture of Adolescents,researcher s activity aimed checking assumptions conceptions affecting development work,Reflexivity_10
1715,1954,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"An act of self-reference or reflection on a context, situation, or event, which enables a proactive consideration of potential future action.Learn more in: Learner-Centred Pedagogy Framing Authentic Identity and Positionality in Higher Education",act self reference reflection context situation event enables proactive consideration potential future action,Reflexivity_11
1716,1955,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,The recursive turning-back of personal experience upon itself; the process of thinking about thinking.Learn more in: The Diversity Paradox,recursive turning back personal experience upon process thinking thinking,Reflexivity_12
1717,1956,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,The inter-relationship between variables so that a clear bi-directional cause and effect cannot be determined.Learn more in: Overcoming Challenges to Impactful SoTL,inter relationship variables clear bi directional cause effect determined,Reflexivity_13
1718,1957,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"Refers to the conversations with ourselves and refers to ourselves as conversations. It is the consciousness of something. If the consciousness pertains to a process, then the flow of conversations with ourselves wades down from its antecedents (e.g., trigger and conditions), to the process itself, and to its consequences. Imagine the conversation to consist of two movements. The first movement passes from the external conversation of a person engages with another person to the inner conversation that she or he does with herself or himself. The second movement reverts back to the external conversations.Learn more in: Reflexivity in the Resistance to Enterprise Resource Planning (ERP) Innovation",refers conversations refers conversations consciousness something consciousness pertains process flow conversations wades antecedents trigger conditions process consequences imagine conversation consist two movements first movement passes external conversation person ges another person inner conversation second movement reverts back external conversations,Reflexivity_14
1719,1958,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,Researchersa?? inner dialog about all the information that they have about the research topic; turn back on itself.Learn more in: The Experiences of a Consumer Ethnographer in a Sensitive Research Context: Ethnography in a Squatter Neighborhood,researchers inner dialog information research topic turn back,Reflexivity_15
1720,1959,forrt_197,Reflexivity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/reflexivity/24849,"Reflexivity involves the systematic reflective practices used to examine the research process. The process of reflexivity in the explication of researcher positionality involves a recursive and reiterative reflection of an entity, another, society, and oneself. For the establishment of doctoral researcher positionality, the reflexive process is conducted systematically and typically throughout the doctoral research study.Learn more in: New Investigator Fidelity: Fostering Doctoral Practitioner Researcher Positionality",reflexivity involves systematic reflective practices used examine research process process reflexivity explication researcher positionality involves recursive reiterative reflection entity another society oneself establishment doctoral researcher positionality reflexive process conducted systematically typically throughout doctoral research study,Reflexivity_16
